"","timestep","class","x","y","z"
"7241",7241,1,23,56,35
"7242",7242,1,45,57,29
"7243",7243,1,49,57,34
"7244",7244,1,34,49,39
"7245",7245,1,23,48,34
"7246",7246,1,17,43,41
"7247",7247,1,23,52,41
"7248",7248,1,34,53,37
"7249",7249,1,40,52,32
"7250",7250,1,45,56,35
"7251",7251,1,50,63,32
"7252",7252,1,41,59,26
"7253",7253,1,33,50,33
"7254",7254,1,29,46,42
"7255",7255,1,29,22,34
"7256",7256,1,40,59,31
"7257",7257,1,41,62,26
"7258",7258,1,33,51,24
"7259",7259,1,32,44,30
"7260",7260,1,32,40,37
"7261",7261,1,41,57,38
"7262",7262,1,46,59,30
"7263",7263,1,49,63,13
"7264",7264,1,35,47,24
"7265",7265,1,28,38,42
"7266",7266,1,27,43,44
"7267",7267,1,41,61,29
"7268",7268,1,52,63,9
"7269",7269,1,31,51,25
"7270",7270,1,19,30,37
"7271",7271,1,26,57,41
"7272",7272,1,29,56,43
"7273",7273,1,37,52,23
"7274",7274,1,44,61,31
"7275",7275,1,44,62,33
"7276",7276,1,43,50,29
"7277",7277,1,41,53,31
"7278",7278,1,37,54,33
"7279",7279,1,33,52,34
"7280",7280,1,34,54,35
"7281",7281,1,34,55,36
"7282",7282,1,30,49,37
"7283",7283,1,32,54,37
"7284",7284,1,32,55,34
"7285",7285,1,33,53,35
"7286",7286,1,31,54,36
"7287",7287,1,33,52,36
"7288",7288,1,34,53,37
"7289",7289,1,36,53,39
"7290",7290,1,34,49,39
"7291",7291,1,34,54,37
"7292",7292,1,31,51,38
"7293",7293,1,43,62,41
"7294",7294,1,35,48,39
"7295",7295,1,33,50,36
"7296",7296,1,30,54,39
"7297",7297,1,30,53,38
"7298",7298,1,28,55,36
"7299",7299,1,27,54,36
"7300",7300,1,30,54,35
"7301",7301,1,31,53,34
"7302",7302,1,32,53,33
"7303",7303,1,32,54,34
"7304",7304,1,33,52,33
"7305",7305,1,33,54,32
"7306",7306,1,32,54,33
"7307",7307,1,31,53,34
"7308",7308,1,33,52,34
"7309",7309,1,32,52,36
"7310",7310,1,32,51,34
"7311",7311,1,30,53,35
"7312",7312,1,31,54,35
"7313",7313,1,29,53,34
"7314",7314,1,28,53,34
"7315",7315,1,29,54,34
"7316",7316,1,29,52,33
"7317",7317,1,28,55,32
"7318",7318,1,26,52,34
"7319",7319,1,27,52,33
"7320",7320,1,28,52,33
"7321",7321,1,28,51,35
"7322",7322,1,26,52,34
"7323",7323,1,29,53,36
"7324",7324,1,27,52,37
"7325",7325,1,26,52,39
"7326",7326,1,25,53,38
"7327",7327,1,27,52,41
"7328",7328,1,26,51,41
"7329",7329,1,27,52,42
"7330",7330,1,28,50,41
"7331",7331,1,28,51,41
"7332",7332,1,30,50,39
"7333",7333,1,30,49,37
"7334",7334,1,28,51,37
"7335",7335,1,29,52,35
"7336",7336,1,30,53,35
"7337",7337,1,28,51,35
"7338",7338,1,25,49,35
"7339",7339,1,23,49,36
"7340",7340,1,24,50,39
"7341",7341,1,22,52,41
"7342",7342,1,23,51,40
"7343",7343,1,23,52,40
"7344",7344,1,23,55,40
"7345",7345,1,23,55,41
"7346",7346,1,23,50,40
"7347",7347,1,22,50,40
"7348",7348,1,24,51,41
"7349",7349,1,23,51,40
"7350",7350,1,24,50,40
"7351",7351,1,25,49,40
"7352",7352,1,24,50,40
"7353",7353,1,23,50,40
"7354",7354,1,23,50,38
"7355",7355,1,23,53,40
"7356",7356,1,23,52,39
"7357",7357,1,21,51,40
"7358",7358,1,20,50,41
"7359",7359,1,20,51,39
"7360",7360,1,22,50,39
"7361",7361,1,22,50,39
"7362",7362,1,23,50,39
"7363",7363,1,24,49,41
"7364",7364,1,25,50,40
"7365",7365,1,27,50,40
"7366",7366,1,27,50,41
"7367",7367,1,28,49,39
"7368",7368,1,28,49,40
"7369",7369,1,29,50,40
"7370",7370,1,27,52,39
"7371",7371,1,28,51,41
"7372",7372,1,28,51,41
"7373",7373,1,30,52,42
"7374",7374,1,27,52,40
"7375",7375,1,28,50,42
"7376",7376,1,29,50,41
"7377",7377,1,28,51,42
"7378",7378,1,27,51,42
"7379",7379,1,27,50,42
"7380",7380,1,27,51,41
"7381",7381,1,26,49,41
"7382",7382,1,27,51,41
"7383",7383,1,25,51,42
"7384",7384,1,25,51,40
"7385",7385,1,26,51,41
"7386",7386,1,26,51,41
"7387",7387,1,25,50,41
"7388",7388,1,25,49,41
"7389",7389,1,25,49,42
"7390",7390,1,25,49,42
"7391",7391,1,26,50,44
"7392",7392,1,26,49,42
"7393",7393,1,25,48,42
"7394",7394,1,26,49,42
"7395",7395,1,25,50,43
"7396",7396,1,24,50,43
"7397",7397,1,24,51,41
"7398",7398,1,26,50,42
"7399",7399,1,25,50,40
"7400",7400,1,25,50,40
"7401",7401,1,26,50,42
"7402",7402,1,26,50,41
"7403",7403,1,28,33,29
"7404",7404,1,28,51,29
"7405",7405,1,28,53,32
"7406",7406,1,27,51,33
"7407",7407,1,28,53,31
"7408",7408,1,28,52,29
"7409",7409,1,26,53,33
"7410",7410,1,25,51,32
"7411",7411,1,26,53,30
"7412",7412,1,26,53,29
"7413",7413,1,24,52,31
"7414",7414,1,25,52,30
"7415",7415,1,26,51,32
"7416",7416,1,27,51,33
"7417",7417,1,26,54,32
"7418",7418,1,25,55,34
"7419",7419,1,27,51,34
"7420",7420,1,27,53,35
"7421",7421,1,27,51,36
"7422",7422,1,27,51,38
"7423",7423,1,28,53,37
"7424",7424,1,29,51,37
"7425",7425,1,29,51,38
"7426",7426,1,26,54,36
"7427",7427,1,25,53,36
"7428",7428,1,25,52,37
"7429",7429,1,24,52,36
"7430",7430,1,22,51,36
"7431",7431,1,24,52,36
"7432",7432,1,24,50,37
"7433",7433,1,25,50,37
"7434",7434,1,24,52,39
"7435",7435,1,24,51,38
"7436",7436,1,22,49,38
"7437",7437,1,22,50,38
"7438",7438,1,19,50,38
"7439",7439,1,18,50,37
"7440",7440,1,17,49,38
"7441",7441,1,18,50,38
"7442",7442,1,18,49,37
"7443",7443,1,20,50,36
"7444",7444,1,22,49,37
"7445",7445,1,24,50,38
"7446",7446,1,24,49,38
"7447",7447,1,22,50,40
"7448",7448,1,22,49,40
"7449",7449,1,20,49,42
"7450",7450,1,21,44,42
"7451",7451,1,19,43,42
"7452",7452,1,19,45,46
"7453",7453,1,19,44,46
"7454",7454,1,20,44,44
"7455",7455,1,20,41,45
"7456",7456,1,20,44,43
"7457",7457,1,21,45,45
"7458",7458,1,22,43,45
"7459",7459,1,19,43,45
"7460",7460,1,16,47,43
"7461",7461,1,13,46,43
"7462",7462,1,14,49,43
"7463",7463,1,17,48,43
"7464",7464,1,17,48,43
"7465",7465,1,19,52,42
"7466",7466,1,26,54,39
"7467",7467,1,30,50,39
"7468",7468,1,32,46,40
"7469",7469,1,33,53,40
"7470",7470,1,34,50,42
"7471",7471,1,33,45,42
"7472",7472,1,35,51,39
"7473",7473,1,33,45,43
"7474",7474,1,29,47,42
"7475",7475,1,30,49,40
"7476",7476,1,25,56,44
"7477",7477,1,26,48,43
"7478",7478,1,30,48,41
"7479",7479,1,29,56,37
"7480",7480,1,32,53,39
"7481",7481,1,35,48,40
"7482",7482,1,35,53,38
"7483",7483,1,32,52,37
"7484",7484,1,30,51,37
"7485",7485,1,28,53,35
"7486",7486,1,26,55,37
"7487",7487,1,24,54,36
"7488",7488,1,24,52,38
"7489",7489,1,23,50,37
"7490",7490,1,24,53,36
"7491",7491,1,25,52,38
"7492",7492,1,22,52,36
"7493",7493,1,23,52,40
"7494",7494,1,22,52,39
"7495",7495,1,23,54,38
"7496",7496,1,24,57,40
"7497",7497,1,23,55,39
"7498",7498,1,22,54,39
"7499",7499,1,24,56,37
"7500",7500,1,26,51,37
"7501",7501,1,31,52,36
"7502",7502,1,33,49,36
"7503",7503,1,34,49,36
"7504",7504,1,34,51,34
"7505",7505,1,35,53,32
"7506",7506,1,34,55,33
"7507",7507,1,34,53,34
"7508",7508,1,33,52,32
"7509",7509,1,31,55,33
"7510",7510,1,30,56,34
"7511",7511,1,32,52,35
"7512",7512,1,33,52,32
"7513",7513,1,32,56,32
"7514",7514,1,33,55,31
"7515",7515,1,29,52,31
"7516",7516,1,31,53,31
"7517",7517,1,26,54,34
"7518",7518,1,28,49,39
"7519",7519,1,27,55,35
"7520",7520,1,30,51,34
"7521",7521,1,31,52,33
"7522",7522,1,28,50,33
"7523",7523,1,30,50,36
"7524",7524,1,30,56,34
"7525",7525,1,31,50,36
"7526",7526,1,27,50,37
"7527",7527,1,27,56,35
"7528",7528,1,27,57,34
"7529",7529,1,30,53,35
"7530",7530,1,29,53,34
"7531",7531,1,28,54,38
"7532",7532,1,28,55,36
"7533",7533,1,30,50,36
"7534",7534,1,29,52,35
"7535",7535,1,28,51,36
"7536",7536,1,27,50,36
"7537",7537,1,28,51,35
"7538",7538,1,26,51,35
"7539",7539,1,25,52,36
"7540",7540,1,26,52,35
"7541",7541,1,26,52,35
"7542",7542,1,27,51,36
"7543",7543,1,27,53,34
"7544",7544,1,26,51,33
"7545",7545,1,28,53,33
"7546",7546,1,29,54,33
"7547",7547,1,29,54,34
"7548",7548,1,28,54,34
"7549",7549,1,29,54,32
"7550",7550,1,29,56,31
"7551",7551,1,29,54,32
"7552",7552,1,28,50,34
"7553",7553,1,28,51,34
"7554",7554,1,28,52,31
"7555",7555,1,29,53,32
"7556",7556,1,30,53,30
"7557",7557,1,30,55,30
"7558",7558,1,30,53,31
"7559",7559,1,32,53,32
"7560",7560,1,32,55,32
"7561",7561,1,32,60,33
"7562",7562,1,31,62,34
"7563",7563,1,31,60,34
"7564",7564,1,32,56,35
"7565",7565,1,33,55,35
"7566",7566,1,35,55,34
"7567",7567,1,36,52,35
"7568",7568,1,36,53,36
"7569",7569,1,36,52,38
"7570",7570,1,36,52,37
"7571",7571,1,38,51,36
"7572",7572,1,37,53,36
"7573",7573,1,38,52,38
"7574",7574,1,40,51,37
"7575",7575,1,39,50,38
"7576",7576,1,37,50,38
"7577",7577,1,38,52,38
"7578",7578,1,38,50,38
"7579",7579,1,38,51,38
"7580",7580,1,37,53,36
"7581",7581,1,37,52,36
"7582",7582,1,36,53,35
"7583",7583,1,36,54,34
"7584",7584,1,39,54,32
"7585",7585,1,38,57,32
"7586",7586,1,38,55,32
"7587",7587,1,39,53,32
"7588",7588,1,40,53,32
"7589",7589,1,39,51,32
"7590",7590,1,40,52,32
"7591",7591,1,39,52,33
"7592",7592,1,39,52,32
"7593",7593,1,39,50,33
"7594",7594,1,38,50,33
"7595",7595,1,39,50,33
"7596",7596,1,39,50,33
"7597",7597,1,39,49,35
"7598",7598,1,39,50,33
"7599",7599,1,39,51,33
"7600",7600,1,38,53,33
"7601",7601,1,39,53,34
"7602",7602,1,37,53,33
"7603",7603,1,39,51,34
"7604",7604,1,39,52,34
"7605",7605,1,38,53,35
"7606",7606,1,39,52,33
"7607",7607,1,36,53,34
"7608",7608,1,37,52,35
"7609",7609,1,36,53,34
"7610",7610,1,37,52,35
"7611",7611,1,37,52,34
"7612",7612,1,38,51,35
"7613",7613,1,37,53,35
"7614",7614,1,38,53,33
"7615",7615,1,36,53,34
"7616",7616,1,37,52,33
"7617",7617,1,36,54,34
"7618",7618,1,37,53,33
"7619",7619,1,38,52,34
"7620",7620,1,37,53,34
"7621",7621,1,36,52,33
"7622",7622,1,36,53,33
"7623",7623,1,36,55,33
"7624",7624,1,36,56,32
"7625",7625,1,35,55,32
"7626",7626,1,34,51,32
"7627",7627,1,37,50,32
"7628",7628,1,39,49,33
"7629",7629,1,39,52,32
"7630",7630,1,38,54,31
"7631",7631,1,38,54,31
"7632",7632,1,38,53,30
"7633",7633,1,38,52,28
"7634",7634,1,38,52,30
"7635",7635,1,39,51,30
"7636",7636,1,38,53,30
"7637",7637,1,36,54,29
"7638",7638,1,38,54,31
"7639",7639,1,38,53,30
"7640",7640,1,38,53,32
"7641",7641,1,38,54,33
"7642",7642,1,38,52,32
"7643",7643,1,38,54,31
"7644",7644,1,37,53,32
"7645",7645,1,40,53,33
"7646",7646,1,39,53,33
"7647",7647,1,39,53,32
"7648",7648,1,40,52,33
"7649",7649,1,40,51,34
"7650",7650,1,41,51,34
"7651",7651,1,39,50,35
"7652",7652,1,41,52,34
"7653",7653,1,41,51,35
"7654",7654,1,41,52,35
"7655",7655,1,40,52,36
"7656",7656,1,39,52,35
"7657",7657,1,39,52,34
"7658",7658,1,40,49,37
"7659",7659,1,40,51,34
"7660",7660,1,41,52,34
"7661",7661,1,40,52,35
"7662",7662,1,40,52,36
"7663",7663,1,41,52,36
"7664",7664,1,40,51,37
"7665",7665,1,41,51,36
"7666",7666,1,41,52,36
"7667",7667,1,43,52,35
"7668",7668,1,41,51,37
"7669",7669,1,40,52,36
"7670",7670,1,42,51,36
"7671",7671,1,40,51,36
"7672",7672,1,40,50,37
"7673",7673,1,42,50,36
"7674",7674,1,40,52,36
"7675",7675,1,40,52,37
"7676",7676,1,41,50,35
"7677",7677,1,42,51,37
"7678",7678,1,41,49,36
"7679",7679,1,41,50,37
"7680",7680,1,41,49,37
"7681",7681,1,41,49,38
"7682",7682,1,42,51,39
"7683",7683,1,40,52,38
"7684",7684,1,40,51,38
"7685",7685,1,41,51,37
"7686",7686,1,41,48,37
"7687",7687,1,41,53,39
"7688",7688,1,42,50,38
"7689",7689,1,41,47,40
"7690",7690,1,40,51,38
"7691",7691,1,41,50,39
"7692",7692,1,41,51,39
"7693",7693,1,40,50,38
"7694",7694,1,41,51,39
"7695",7695,1,41,51,39
"7696",7696,1,42,51,37
"7697",7697,1,40,49,40
"7698",7698,1,41,50,39
"7699",7699,1,41,51,40
"7700",7700,1,40,51,39
"7701",7701,1,40,50,39
"7702",7702,1,42,51,39
"7703",7703,1,39,50,39
"7704",7704,1,41,48,39
"7705",7705,1,42,50,39
"7706",7706,1,41,51,39
"7707",7707,1,41,50,39
"7708",7708,1,42,51,39
"7709",7709,1,41,51,40
"7710",7710,1,41,50,40
"7711",7711,1,41,50,39
"7712",7712,1,41,50,40
"7713",7713,1,40,50,39
"7714",7714,1,41,49,40
"7715",7715,1,42,51,40
"7716",7716,1,42,52,39
"7717",7717,1,42,50,41
"7718",7718,1,41,48,40
"7719",7719,1,41,48,41
"7720",7720,1,42,51,41
"7721",7721,1,41,51,40
"7722",7722,1,41,48,41
"7723",7723,1,40,48,39
"7724",7724,1,39,52,39
"7725",7725,1,41,54,39
"7726",7726,1,41,50,39
"7727",7727,1,41,51,43
"7728",7728,1,41,51,40
"7729",7729,1,41,50,39
"7730",7730,1,41,50,41
"7731",7731,1,41,48,39
"7732",7732,1,40,48,39
"7733",7733,1,41,49,39
"7734",7734,1,42,51,39
"7735",7735,1,41,49,39
"7736",7736,1,42,48,38
"7737",7737,1,42,50,39
"7738",7738,1,42,51,40
"7739",7739,1,40,50,40
"7740",7740,1,39,49,41
"7741",7741,1,38,50,40
"7742",7742,1,39,51,40
"7743",7743,1,38,53,41
"7744",7744,1,38,52,40
"7745",7745,1,37,52,40
"7746",7746,1,37,52,39
"7747",7747,1,37,51,39
"7748",7748,1,38,52,38
"7749",7749,1,38,50,38
"7750",7750,1,39,52,37
"7751",7751,1,38,54,37
"7752",7752,1,37,54,37
"7753",7753,1,37,54,36
"7754",7754,1,36,54,38
"7755",7755,1,37,54,37
"7756",7756,1,36,53,38
"7757",7757,1,36,52,38
"7758",7758,1,35,52,38
"7759",7759,1,37,51,38
"7760",7760,1,37,52,38
"7761",7761,1,37,51,37
"7762",7762,1,37,52,38
"7763",7763,1,38,51,38
"7764",7764,1,37,53,38
"7765",7765,1,38,52,38
"7766",7766,1,37,51,38
"7767",7767,1,38,51,39
"7768",7768,1,37,51,37
"7769",7769,1,36,51,39
"7770",7770,1,36,52,38
"7771",7771,1,36,51,37
"7772",7772,1,36,53,37
"7773",7773,1,37,53,37
"7774",7774,1,36,52,37
"7775",7775,1,37,51,37
"7776",7776,1,36,53,38
"7777",7777,1,36,53,38
"7778",7778,1,35,52,37
"7779",7779,1,35,55,38
"7780",7780,1,34,53,38
"7781",7781,1,36,53,37
"7782",7782,1,35,53,38
"7783",7783,1,35,54,37
"7784",7784,1,34,52,37
"7785",7785,1,33,51,38
"7786",7786,1,37,52,37
"7787",7787,1,38,51,38
"7788",7788,1,37,53,37
"7789",7789,1,38,51,38
"7790",7790,1,39,51,37
"7791",7791,1,38,52,37
"7792",7792,1,39,53,36
"7793",7793,1,38,51,37
"7794",7794,1,38,52,39
"7795",7795,1,36,52,34
"7796",7796,1,37,49,42
"7797",7797,1,39,52,38
"7798",7798,1,37,54,38
"7799",7799,1,39,53,36
"7800",7800,1,38,52,38
"7801",7801,1,38,54,38
"7802",7802,1,38,51,39
"7803",7803,1,40,52,38
"7804",7804,1,40,51,38
"7805",7805,1,40,51,38
"7806",7806,1,37,50,40
"7807",7807,1,38,51,40
"7808",7808,1,39,52,38
"7809",7809,1,38,52,37
"7810",7810,1,37,50,37
"7811",7811,1,38,50,37
"7812",7812,1,39,50,38
"7813",7813,1,39,52,38
"7814",7814,1,40,52,37
"7815",7815,1,38,51,40
"7816",7816,1,37,53,39
"7817",7817,1,38,53,38
"7818",7818,1,39,52,39
"7819",7819,1,39,51,38
"7820",7820,1,39,51,38
"7821",7821,1,39,50,37
"7822",7822,1,39,49,37
"7823",7823,1,38,53,37
"7824",7824,1,39,51,38
"7825",7825,1,40,51,37
"7826",7826,1,40,52,38
"7827",7827,1,38,52,37
"7828",7828,1,38,52,37
"7829",7829,1,39,51,37
"7830",7830,1,39,52,39
"7831",7831,1,38,54,39
"7832",7832,1,40,51,39
"7833",7833,1,41,54,32
"7834",7834,1,39,53,41
"7835",7835,1,41,52,41
"7836",7836,1,39,53,35
"7837",7837,1,38,48,37
"7838",7838,1,39,50,37
"7839",7839,1,39,52,36
"7840",7840,1,40,52,36
"7841",7841,1,39,51,37
"7842",7842,1,38,52,37
"7843",7843,1,38,52,38
"7844",7844,1,36,50,42
"7845",7845,1,39,49,36
"7846",7846,1,38,54,37
"7847",7847,1,39,51,38
"7848",7848,1,38,53,38
"7849",7849,1,38,53,37
"7850",7850,1,38,52,37
"7851",7851,1,38,53,37
"7852",7852,1,39,51,38
"7853",7853,1,38,51,38
"7854",7854,1,37,55,37
"7855",7855,1,37,52,39
"7856",7856,1,38,56,36
"7857",7857,1,38,50,36
"7858",7858,1,39,54,38
"7859",7859,1,40,56,37
"7860",7860,1,39,52,36
"7861",7861,1,39,51,37
"7862",7862,1,39,53,38
"7863",7863,1,38,53,38
"7864",7864,1,38,52,38
"7865",7865,1,36,50,38
"7866",7866,1,36,54,39
"7867",7867,1,37,53,38
"7868",7868,1,38,52,37
"7869",7869,1,39,50,39
"7870",7870,1,39,52,37
"7871",7871,1,37,53,38
"7872",7872,1,38,49,39
"7873",7873,1,39,51,38
"7874",7874,1,39,49,37
"7875",7875,1,40,48,39
"7876",7876,1,39,49,37
"7877",7877,1,39,50,41
"7878",7878,1,40,52,37
"7879",7879,1,37,50,36
"7880",7880,1,43,57,35
"7881",7881,1,38,54,35
"7882",7882,1,38,55,31
"7883",7883,1,37,55,32
"7884",7884,1,35,55,31
"7885",7885,1,35,53,31
"7886",7886,1,34,54,31
"7887",7887,1,33,53,31
"7888",7888,1,32,53,31
"7889",7889,1,30,54,32
"7890",7890,1,29,55,32
"7891",7891,1,30,53,33
"7892",7892,1,28,55,33
"7893",7893,1,26,55,35
"7894",7894,1,26,53,36
"7895",7895,1,22,55,31
"7896",7896,1,20,56,35
"7897",7897,1,19,56,31
"7898",7898,1,19,56,31
"7899",7899,1,21,54,32
"7900",7900,1,24,54,31
"7901",7901,1,26,55,31
"7902",7902,1,28,56,32
"7903",7903,1,29,52,35
"7904",7904,1,30,54,39
"7905",7905,1,31,54,38
"7906",7906,1,34,54,42
"7907",7907,1,35,52,40
"7908",7908,1,36,51,39
"7909",7909,1,37,50,38
"7910",7910,1,38,47,38
"7911",7911,1,37,45,36
"7912",7912,1,34,48,38
"7913",7913,1,30,53,40
"7914",7914,1,28,51,36
"7915",7915,1,29,50,39
"7916",7916,1,29,50,39
"7917",7917,1,30,50,38
"7918",7918,1,32,50,37
"7919",7919,1,33,53,38
"7920",7920,1,34,54,37
"7921",7921,1,35,54,36
"7922",7922,1,35,54,36
"7923",7923,1,35,53,36
"7924",7924,1,35,50,37
"7925",7925,1,36,53,36
"7926",7926,1,34,54,36
"7927",7927,1,33,54,36
"7928",7928,1,31,58,34
"7929",7929,1,26,55,35
"7930",7930,1,26,53,35
"7931",7931,1,29,54,35
"7932",7932,1,30,54,35
"7933",7933,1,30,52,36
"7934",7934,1,32,55,35
"7935",7935,1,35,55,36
"7936",7936,1,34,50,36
"7937",7937,1,35,51,36
"7938",7938,1,34,53,35
"7939",7939,1,34,51,36
"7940",7940,1,32,55,39
"7941",7941,1,34,51,35
"7942",7942,1,29,54,33
"7943",7943,1,30,57,33
"7944",7944,1,30,54,34
"7945",7945,1,30,54,34
"7946",7946,1,31,52,32
"7947",7947,1,32,53,33
"7948",7948,1,32,53,35
"7949",7949,1,31,54,34
"7950",7950,1,30,54,33
"7951",7951,1,31,54,33
"7952",7952,1,31,53,34
"7953",7953,1,31,51,34
"7954",7954,1,31,53,33
"7955",7955,1,30,53,32
"7956",7956,1,30,53,32
"7957",7957,1,29,53,32
"7958",7958,1,30,54,33
"7959",7959,1,30,54,33
"7960",7960,1,29,54,35
"7961",7961,1,29,54,32
"7962",7962,1,27,53,33
"7963",7963,1,27,53,34
"7964",7964,1,27,54,33
"7965",7965,1,27,55,33
"7966",7966,1,27,52,32
"7967",7967,1,25,53,35
"7968",7968,1,26,53,33
"7969",7969,1,25,54,33
"7970",7970,1,28,53,33
"7971",7971,1,27,52,34
"7972",7972,1,26,53,33
"7973",7973,1,26,54,34
"7974",7974,1,27,54,33
"7975",7975,1,26,51,34
"7976",7976,1,26,51,34
"7977",7977,1,25,52,34
"7978",7978,1,26,52,33
"7979",7979,1,27,52,33
"7980",7980,1,26,52,34
"7981",7981,1,27,53,33
"7982",7982,1,28,52,33
"7983",7983,1,26,53,34
"7984",7984,1,25,52,33
"7985",7985,1,25,52,34
"7986",7986,1,27,52,34
"7987",7987,1,24,52,34
"7988",7988,1,25,52,34
"7989",7989,1,25,52,34
"7990",7990,1,25,52,32
"7991",7991,1,26,52,35
"7992",7992,1,26,52,34
"7993",7993,1,26,51,34
"7994",7994,1,27,52,34
"7995",7995,1,26,53,33
"7996",7996,1,26,53,33
"7997",7997,1,26,53,34
"7998",7998,1,25,51,33
"7999",7999,1,26,52,33
"8000",8000,1,26,51,34
"8001",8001,1,25,53,33
"8002",8002,1,25,52,34
"8003",8003,1,26,51,33
"8004",8004,1,25,52,34
"8005",8005,1,26,52,33
"8006",8006,1,25,51,33
"8007",8007,1,26,52,34
"8008",8008,1,26,53,33
"8009",8009,1,26,53,32
"8010",8010,1,25,52,34
"8011",8011,1,24,51,33
"8012",8012,1,25,51,34
"8013",8013,1,24,52,34
"8014",8014,1,24,53,33
"8015",8015,1,24,53,33
"8016",8016,1,25,51,33
"8017",8017,1,24,52,34
"8018",8018,1,24,52,35
"8019",8019,1,25,51,34
"8020",8020,1,26,50,33
"8021",8021,1,26,53,34
"8022",8022,1,26,50,33
"8023",8023,1,26,49,33
"8024",8024,1,26,52,33
"8025",8025,1,27,50,34
"8026",8026,1,24,51,33
"8027",8027,1,25,50,32
"8028",8028,1,22,50,34
"8029",8029,1,23,50,32
"8030",8030,1,22,52,34
"8031",8031,1,21,50,34
"8032",8032,1,20,50,34
"8033",8033,1,20,51,33
"8034",8034,1,19,53,33
"8035",8035,1,20,50,33
"8036",8036,1,19,51,32
"8037",8037,1,21,49,32
"8038",8038,1,21,52,32
"8039",8039,1,20,50,30
"8040",8040,1,21,51,31
"8041",8041,1,20,50,32
"8042",8042,1,19,48,32
"8043",8043,1,19,49,30
"8044",8044,1,17,50,30
"8045",8045,1,17,49,31
"8046",8046,1,20,48,29
"8047",8047,1,19,49,30
"8048",8048,1,19,48,31
"8049",8049,1,19,49,31
"8050",8050,1,19,48,31
"8051",8051,1,18,49,31
"8052",8052,1,18,49,31
"8053",8053,1,19,49,30
"8054",8054,1,20,49,31
"8055",8055,1,20,48,30
"8056",8056,1,19,48,31
"8057",8057,1,19,49,32
"8058",8058,1,19,48,31
"8059",8059,1,19,50,31
"8060",8060,1,19,48,32
"8061",8061,1,19,50,31
"8062",8062,1,19,49,31
"8063",8063,1,21,50,32
"8064",8064,1,19,48,31
"8065",8065,1,20,48,31
"8066",8066,1,21,48,31
"8067",8067,1,21,49,31
"8068",8068,1,20,49,31
"8069",8069,1,20,50,32
"8070",8070,1,19,48,32
"8071",8071,1,17,49,31
"8072",8072,1,17,48,31
"8073",8073,1,17,48,31
"8074",8074,1,18,47,32
"8075",8075,1,19,49,32
"8076",8076,1,21,50,32
"8077",8077,1,22,50,31
"8078",8078,1,21,51,32
"8079",8079,1,21,49,31
"8080",8080,1,21,48,32
"8081",8081,1,21,49,31
"8082",8082,1,19,50,31
"8083",8083,1,17,48,30
"8084",8084,1,18,48,31
"8085",8085,1,17,50,31
"8086",8086,1,18,48,31
"8087",8087,1,18,49,32
"8088",8088,1,19,49,31
"8089",8089,1,17,49,31
"8090",8090,1,18,49,32
"8091",8091,1,19,49,32
"8092",8092,1,20,49,31
"8093",8093,1,20,48,32
"8094",8094,1,20,49,32
"8095",8095,1,20,50,31
"8096",8096,1,20,49,31
"8097",8097,1,19,50,32
"8098",8098,1,20,50,32
"8099",8099,1,20,49,33
"8100",8100,1,21,50,32
"8101",8101,1,23,49,31
"8102",8102,1,21,50,32
"8103",8103,1,21,51,32
"8104",8104,1,21,50,32
"8105",8105,1,21,51,30
"8106",8106,1,22,50,31
"8107",8107,1,21,51,32
"8108",8108,1,20,51,31
"8109",8109,1,21,50,32
"8110",8110,1,21,49,32
"8111",8111,1,22,50,33
"8112",8112,1,20,51,32
"8113",8113,1,23,50,33
"8114",8114,1,22,52,33
"8115",8115,1,23,50,33
"8116",8116,1,23,51,34
"8117",8117,1,23,50,32
"8118",8118,1,23,51,34
"8119",8119,1,23,51,34
"8120",8120,1,23,51,34
"8121",8121,1,23,51,35
"8122",8122,1,24,52,36
"8123",8123,1,23,51,36
"8124",8124,1,24,51,35
"8125",8125,1,25,52,36
"8126",8126,1,26,51,36
"8127",8127,1,26,52,34
"8128",8128,1,25,53,36
"8129",8129,1,27,52,34
"8130",8130,1,25,53,34
"8131",8131,1,25,52,35
"8132",8132,1,25,52,33
"8133",8133,1,26,53,34
"8134",8134,1,26,53,34
"8135",8135,1,26,52,33
"8136",8136,1,26,52,33
"8137",8137,1,26,53,33
"8138",8138,1,27,55,34
"8139",8139,1,24,56,36
"8140",8140,1,27,54,36
"8141",8141,1,27,55,37
"8142",8142,1,28,56,38
"8143",8143,1,30,55,37
"8144",8144,1,31,54,35
"8145",8145,1,32,55,36
"8146",8146,1,33,53,37
"8147",8147,1,32,54,37
"8148",8148,1,32,54,38
"8149",8149,1,33,54,37
"8150",8150,1,32,53,38
"8151",8151,1,33,53,39
"8152",8152,1,34,54,39
"8153",8153,1,35,53,39
"8154",8154,1,35,50,40
"8155",8155,1,36,50,41
"8156",8156,1,35,48,40
"8157",8157,1,35,47,40
"8158",8158,1,35,45,41
"8159",8159,1,37,46,42
"8160",8160,1,36,47,41
"8161",8161,1,35,47,41
"8162",8162,1,37,46,42
"8163",8163,1,36,48,42
"8164",8164,1,35,49,43
"8165",8165,1,35,46,44
"8166",8166,1,35,46,43
"8167",8167,1,38,49,45
"8168",8168,1,39,47,46
"8169",8169,1,37,50,46
"8170",8170,1,36,51,46
"8171",8171,1,38,50,47
"8172",8172,1,38,50,48
